Grid_Cell,Year,Albedo,Conflict,Evap_mm,Humidity,NDVI,PET_mm,Rain_mm,Runoff_mm,SensHeat_Wm2,SoilM_mm,Temp_C,Wind_ms
Grid_Cell_121,2003,0.25085944,183,495.97495,0.009292404,0.14416003,4152.052,558.8287,0.001109445,56.542263,223.19052,28.907984,2.9736023
Grid_Cell_121,2004,0.25092515,202,478.21127,0.00863961,0.1460183,4298.3193,507.54544,0.000905,57.079945,219.2477,29.22555,3.083001
Grid_Cell_121,2005,0.25085944,114,502.0946,0.009442897,0.30658016,4191.776,541.22363,0.001094668,57.93429,220.4001,29.325708,3.0857143
Grid_Cell_121,2006,0.25085944,108,517.9828,0.008191441,0.14049587,4368.369,572.6516,0.00103663,56.889305,222.04356,29.818232,2.9739869
Grid_Cell_121,2007,0.25085944,184,512.9196,0.008317873,0.16604272,4389.383,556.58984,0.00102811,56.2365,226.13136,29.886286,3.130007
Grid_Cell_121,2008,0.25092515,177,465.1585,0.009263109,0.10903266,4126.414,593.74274,0.001562408,59.515476,227.5118,29.12713,3.080974
Grid_Cell_121,2009,0.25085944,163,458.70563,0.008886475,0.16026837,4343.797,438.5707,0.000573,54.626953,216.13823,30.443262,3.1175299
Grid_Cell_121,2010,0.25085944,329,507.75757,0.009029246,0.11802452,4371.382,598.4507,0.002780884,56.74915,216.59901,30.542719,3.0668523
Grid_Cell_121,2011,0.25085944,283,520.8677,0.00880683,0.22022676,4930.7393,484.33466,0.001131031,61.17881,213.0041,30.338587,3.8985014
Grid_Cell_121,2012,0.25092515,691,580.607,0.009053487,0.19679794,4886.626,725.7168,0.002824389,53.31361,217.44377,30.552881,4.0048904
Grid_Cell_121,2013,0.25085944,739,517.8553,0.00861805,0.074125364,4988.551,541.4591,0.002338867,57.117847,221.75249,31.213495,3.9198847
Grid_Cell_121,2014,0.25085944,959,479.13885,0.008790773,0.07380797,5016.013,484.53876,0.00207839,59.767597,211.02797,31.10296,3.9206054
Grid_Cell_121,2015,0.25085944,955,520.42303,0.008024647,0.07362897,5160.082,540.2333,0.001570692,58.988194,208.25984,29.70489,4.137602
Grid_Cell_121,2016,0.25092515,792,264.66592,0.008353331,0.07325404,5058.038,139.913,0.000379,74.38388,168.22437,29.98495,3.9733834
Grid_Cell_121,2017,0.25085944,952,159.36856,0.008337352,0.071997,5329.6343,124.77888,0.0002,84.35658,87.79033,29.842493,4.314024
Grid_Cell_121,2018,0.25085944,1402,171.36725,0.008585148,0.080683105,5257.7827,181.85472,0.000568,87.958244,76.10733,29.981958,4.262001
Grid_Cell_121,2019,0.25085944,1634,296.13553,0.009304721,0.069596335,5022.685,342.0198,0.002021551,78.592224,108.91177,29.231684,4.3236785
Grid_Cell_121,2020,0.25092512,2854,577.0848,0.00961392,0.071946084,4994.246,642.5557,0.002070191,62.347656,223.92776,28.37591,4.623805
Grid_Cell_121,2021,0.25085944,3528,517.9754,0.009220803,0.06774329,4971.3965,513.0,0.001789664,63.1762,215.69795,28.473047,4.555626
Grid_Cell_121,2022,0.25085944,3730,581.00824,0.00950613,0.072074555,4742.9346,765.7524,0.006802456,58.170467,219.79457,27.490961,4.58164
Grid_Cell_121,2023,0.25085944,3549,567.0863,0.009417295,0.08487631,4836.1055,516.84045,0.001754353,58.978218,216.89197,28.65899,4.3972826
Grid_Cell_121,2024,0.25092533,4400,577.7418,0.009705689,0.07316773,4841.851,766.6612,0.00803723,64.711266,211.3044,28.115229,4.564325
Grid_Cell_121,2025,0.2508596,5521,536.01355,0.009082641,0.070342764,4801.25,576.0262,0.002962211,63.612213,224.24109,28.350977,4.3950157
Grid_Cell_122,2000,0.2440468,142,466.33206,0.008120034,0.31925243,4142.8354,426.19714,0.001189525,55.002182,235.58015,28.451624,3.2178128
Grid_Cell_122,2001,0.24397945,108,463.42703,0.009951985,0.1887326,3879.4792,515.9387,0.001250093,57.37357,232.26657,28.221674,3.17328
Grid_Cell_122,2002,0.24397945,139,438.79413,0.009781872,0.25525874,4157.9062,448.71515,0.001097014,63.912094,236.82524,29.213526,3.1310427
Grid_Cell_122,2003,0.24397945,183,516.93774,0.010624462,0.19557534,3905.91,556.6482,0.001805021,59.86646,244.47263,28.857904,3.2133968
Grid_Cell_122,2004,0.24405055,202,480.0746,0.009994494,0.24528302,4066.433,491.05368,0.001314324,60.672993,239.22896,29.005487,3.3177345
Grid_Cell_122,2005,0.24397945,114,514.97577,0.010895441,0.2607822,4006.9507,542.52185,0.001816538,64.24223,240.35776,28.78625,3.4388993
Grid_Cell_122,2006,0.24397945,108,546.6352,0.009970626,0.1149245,4271.6,587.3688,0.001807658,64.45209,243.04869,28.803553,3.4311786
Grid_Cell_122,2007,0.24397945,184,531.89954,0.010323524,0.32499847,4226.983,546.10846,0.001685832,59.499058,243.8402,29.294641,3.6582263
Grid_Cell_122,2008,0.24405055,177,493.2566,0.01107842,0.12916262,4016.0115,584.3929,0.002255386,61.243263,248.36534,28.675287,3.6303935
Grid_Cell_122,2009,0.24397945,163,476.31717,0.010906379,0.29042885,4168.0557,451.45187,0.000935,57.627472,239.10188,29.772486,3.625646
Grid_Cell_122,2010,0.24397945,329,505.3978,0.011953294,0.13133477,4063.9385,590.6563,0.00590924,63.618256,242.8153,29.406672,3.8190782
Grid_Cell_122,2011,0.24397945,283,485.70828,0.013292426,0.25954282,4284.4097,488.7281,0.002059205,72.03832,243.33572,28.327753,4.8167205
Grid_Cell_122,2012,0.24405055,691,572.6842,0.013647169,0.2709938,4077.9177,723.7889,0.007972527,65.07989,256.9322,28.30575,4.6686544
Grid_Cell_122,2013,0.24397945,739,496.1268,0.013708499,0.06733031,4167.9487,542.025,0.005799086,71.53287,250.21756,28.821924,4.5483437
Grid_Cell_122,2014,0.24397945,959,460.05093,0.013644085,0.06938207,4155.8247,486.4223,0.005775223,73.93268,243.19331,28.647211,4.5316668
Grid_Cell_122,2015,0.24397945,955,501.55655,0.012822003,0.06417346,4048.4355,541.16205,0.003146894,75.821526,246.22127,26.639948,5.029314
Grid_Cell_122,2016,0.24405055,792,351.26605,0.013086801,0.068613596,3940.5693,302.9998,0.002386704,84.26433,231.85828,26.778498,4.779019
Grid_Cell_122,2017,0.24397945,952,290.52377,0.013021277,0.06348715,4153.0625,236.62367,0.001169093,90.05442,198.19647,26.958887,5.0467634
Grid_Cell_122,2018,0.24397945,1402,215.68613,0.01362187,0.0643705,4139.8184,193.84811,0.001110027,96.07336,166.3832,27.757563,4.8670697
Grid_Cell_122,2019,0.24397945,1634,300.81732,0.013212711,0.051822603,3995.2043,334.854,0.003108935,89.12013,172.8625,26.998407,4.8157334
Grid_Cell_122,2020,0.24405055,2854,566.7656,0.013276731,0.06751796,4066.4563,643.19653,0.003014829,70.50889,259.5667,27.085932,5.1690235
Grid_Cell_122,2021,0.24397945,3528,515.4147,0.0131682,0.0721673,3957.4604,525.218,0.002211236,74.29825,251.01012,26.840967,4.9884
Grid_Cell_122,2022,0.24397945,3730,629.7087,0.012963944,0.057992347,3880.5413,788.1484,0.005172254,65.1941,257.25284,26.228876,5.105544
Grid_Cell_122,2023,0.24397945,3549,531.63745,0.013289281,0.06788841,3794.8086,516.85345,0.001548699,73.156364,251.63225,26.798182,4.7351937
Grid_Cell_122,2024,0.24405065,4400,592.6261,0.013231754,0.07161651,3927.7578,766.93445,0.006466043,74.329025,256.13626,26.510675,5.0395703
Grid_Cell_122,2025,0.24397945,5521,534.8488,0.013158555,0.062040575,3715.242,574.6032,0.002422122,74.85988,257.4201,26.611628,4.7273207
Grid_Cell_123,2000,0.20571852,142,517.80237,0.008771872,0.4641221,4232.781,432.7015,0.004389887,54.848858,266.2566,28.513239,3.3870988
Grid_Cell_123,2001,0.20567808,108,478.22736,0.010580926,0.403715,3969.376,516.4679,0.004136675,57.658646,237.69218,28.101557,3.3242047
Grid_Cell_123,2002,0.20567808,139,443.25128,0.01062443,0.40801856,4091.4028,447.7734,0.00352212,58.911415,245.26721,29.058832,3.2839537
Grid_Cell_123,2003,0.20567808,183,518.25214,0.011586113,0.43931973,3814.3433,554.2679,0.005859952,55.97122,260.28574,28.81698,3.4093215
Grid_Cell_123,2004,0.20572294,202,480.95346,0.010983135,0.41148588,4109.6733,470.4443,0.004117332,60.9035,249.1791,28.828424,3.499292
Grid_Cell_123,2005,0.20567808,114,510.19788,0.012510835,0.4760122,3941.5054,544.51764,0.005911829,68.464836,249.50346,27.998896,3.7998924
Grid_Cell_123,2006,0.20567808,108,546.50775,0.012403232,0.4308897,4121.877,605.5333,0.007063432,75.32516,269.61557,27.267298,3.9462814
Grid_Cell_123,2007,0.20567808,184,535.2291,0.013029342,0.43555513,4155.5747,533.92505,0.005804274,70.35011,279.18686,28.259424,4.2748356
Grid_Cell_123,2008,0.20572294,177,499.83737,0.0134627,0.4321406,3929.5344,572.5238,0.006941947,63.251793,282.0415,27.870478,4.27609
Grid_Cell_123,2009,0.20567808,163,505.64026,0.013613762,0.4312891,3937.4395,467.27927,0.003828147,59.046715,286.0846,28.682184,4.221331
Grid_Cell_123,2010,0.20567808,329,529.30676,0.01377502,0.33286083,3994.0942,594.0281,0.011358352,63.25729,277.94992,28.716303,4.2139754
Grid_Cell_123,2011,0.20567808,283,560.42694,0.01330136,0.4476264,4436.1626,558.61163,0.008828513,65.0232,281.95334,28.274134,4.9125085
Grid_Cell_123,2012,0.20572294,691,571.28516,0.013655482,0.3995903,4227.5957,691.9276,0.024694491,62.94331,286.79333,28.246515,4.756735
Grid_Cell_123,2013,0.20567808,739,536.4464,0.013729482,0.034342427,4324.989,552.98914,0.014450661,67.21401,292.342,28.749598,4.647248
Grid_Cell_123,2014,0.20567808,959,493.2912,0.013674359,0.03213844,4302.4194,513.3294,0.016512524,70.66739,266.53516,28.5729,4.615571
Grid_Cell_123,2015,0.20567808,955,518.19824,0.012952061,0.050990447,4199.0073,550.9048,0.007841134,72.74632,267.64105,26.546717,5.2688003
Grid_Cell_123,2016,0.20572294,792,369.84302,0.013108932,0.03598082,4096.2363,305.71396,0.007075062,79.90596,244.39517,26.604242,5.0384107
Grid_Cell_123,2017,0.20567808,952,254.40855,0.0130859,0.02682858,4316.617,230.64372,0.003734836,89.71711,182.68211,26.820276,5.2651196
Grid_Cell_123,2018,0.20567808,1402,178.36781,0.0136696,0.038305283,4293.8867,183.58487,0.003444545,96.815506,161.75758,27.596643,5.0567956
Grid_Cell_123,2019,0.20567808,1634,275.05392,0.013501461,0.03611457,4067.7446,319.14432,0.007977585,89.39683,170.21562,26.842463,4.9388156
Grid_Cell_123,2020,0.20572294,2854,627.8332,0.01374821,0.012696439,4094.3723,664.5049,0.013518808,64.7671,325.6644,27.022821,5.3277664
Grid_Cell_123,2021,0.20567808,3528,580.13367,0.013703177,0.023835462,3986.6414,541.1351,0.007781634,68.28169,308.6695,26.776117,5.160797
Grid_Cell_123,2022,0.20567808,3730,689.3225,0.013465893,0.049363986,3924.3662,831.1853,0.019715013,60.067802,311.2548,26.14953,5.2957153
Grid_Cell_123,2023,0.20567808,3549,612.27893,0.013885035,0.008328403,3780.3438,553.4773,0.006924312,66.21736,314.00693,26.673395,4.8730016
Grid_Cell_123,2024,0.20572263,4400,656.3259,0.013734109,0.036227223,3972.2632,785.29114,0.016256625,68.752235,299.7731,26.432459,5.2225313
Grid_Cell_123,2025,0.20567808,5521,582.75854,0.013715437,0.022287238,3831.3013,550.8161,0.008140681,76.04456,314.67932,26.541132,4.9159536
Grid_Cell_124,2000,0.29115584,142,498.98965,0.0053478,0.25560132,4245.224,443.49722,0.00098,46.11234,219.22374,29.161127,2.5550182
Grid_Cell_124,2001,0.29111642,108,555.1169,0.00880306,0.17305043,3632.429,670.1605,0.00226338,48.531597,222.61101,27.800653,2.5587254
Grid_Cell_124,2002,0.29111642,139,521.5826,0.00843631,0.16647503,3898.0217,514.81226,0.000986,54.4155,225.52177,28.535395,2.4367962
Grid_Cell_124,2003,0.29111642,183,594.04974,0.009306969,0.15631463,3486.8252,719.8297,0.003078613,46.570343,241.62183,28.132868,2.3361366
Grid_Cell_124,2004,0.29116118,202,545.25433,0.008447601,0.2228074,3752.9822,552.2333,0.001390772,50.042618,233.3219,28.893274,2.4247017
Grid_Cell_124,2005,0.29111642,114,592.1731,0.008823055,0.17759769,3712.2397,663.6719,0.002155558,45.966335,236.13614,28.906488,2.5558171
Grid_Cell_124,2006,0.29111642,108,601.0866,0.008059181,0.15998295,3974.1907,659.81195,0.00205475,44.006516,240.36978,29.163874,2.5938842
Grid_Cell_124,2007,0.29111642,184,586.68036,0.007671523,0.15306559,4148.5,597.39984,0.001757106,47.29297,237.16045,28.761621,2.7026098
Grid_Cell_124,2008,0.29116118,177,527.6381,0.007893318,0.14814202,3927.7815,606.69214,0.002315813,47.95174,232.87059,28.174036,2.7212064
Grid_Cell_124,2009,0.29111642,163,569.60004,0.007597625,0.12735456,4045.1394,562.16156,0.001711185,41.32607,227.18973,29.79513,2.6208174
Grid_Cell_124,2010,0.29111642,329,639.5111,0.007788082,0.19024244,4016.4712,723.019,0.004917182,40.676395,230.88249,29.398615,2.590003
Grid_Cell_124,2011,0.29111642,283,637.2884,0.006878189,0.1657491,4921.089,614.8926,0.002581695,45.41579,223.24635,29.593775,3.60357
Grid_Cell_124,2012,0.29116118,691,656.372,0.007420974,0.10323558,4835.8604,738.7319,0.004551329,40.49013,223.92188,29.77453,3.777295
Grid_Cell_124,2013,0.29111642,739,601.6417,0.00705204,0.10378296,4816.595,594.9655,0.003192432,43.088943,221.37926,30.479395,3.6072478
Grid_Cell_124,2014,0.29111642,959,578.2494,0.007163013,0.09878467,5038.7744,588.7426,0.003975568,44.651184,207.97684,30.612787,3.8002286
Grid_Cell_124,2015,0.29111642,955,546.1379,0.006786523,0.10536931,5099.638,551.4307,0.002704514,47.00316,204.73973,29.103266,3.8579443
Grid_Cell_124,2016,0.29116118,792,339.5456,0.007311088,0.10052879,4934.2944,274.54736,0.007320318,60.399754,172.51244,29.862207,3.6757743
Grid_Cell_124,2017,0.29111642,952,185.065,0.006773585,0.10158451,5225.8657,141.97896,0.000789,71.58261,104.42349,29.533197,3.9419692
Grid_Cell_124,2018,0.29111642,1402,159.835,0.007074983,0.10724937,5160.186,164.01312,0.002360476,80.18755,87.37572,29.850916,3.8951519
Grid_Cell_124,2019,0.29111642,1634,188.20789,0.00755681,0.12547095,5014.5493,199.93823,0.00142086,76.4043,88.809494,29.394434,3.92861
Grid_Cell_124,2020,0.29116118,2854,720.5208,0.007738374,0.102346785,4951.3457,837.6621,0.008275447,40.81553,239.13379,28.491236,4.1904716
Grid_Cell_124,2021,0.29111642,3528,593.7827,0.007010793,0.1038325,4969.6094,603.5818,0.005085497,46.813667,231.52136,28.833185,4.0622354
Grid_Cell_124,2022,0.29111642,3730,641.9537,0.00740077,0.10213343,4738.806,756.86505,0.007964212,40.416897,233.81308,27.786829,4.1074963
Grid_Cell_124,2023,0.29111642,3549,684.7955,0.007436662,0.10058193,4792.6504,710.8128,0.009617579,39.301273,239.86304,29.198969,3.9311182
Grid_Cell_124,2024,0.29116166,4400,687.0041,0.007882002,0.10523201,4788.401,807.6865,0.010904013,44.044113,235.9556,28.5292,4.122044
Grid_Cell_124,2025,0.29111642,5521,627.6164,0.007011534,0.10253189,4737.8184,704.29724,0.008328944,44.34959,237.4655,29.108484,3.9142647
Grid_Cell_125,2000,0.2690639,142,498.1342,0.005898497,0.1713229,4537.8667,433.8328,0.000582,54.098232,200.20367,28.127924,2.5624318
Grid_Cell_125,2001,0.269,108,487.497,0.008827128,0.1933981,3875.6519,618.33453,0.001156541,58.67797,193.85556,27.363764,2.5975266
Grid_Cell_125,2002,0.269,139,505.30917,0.008251108,0.21332137,4126.331,497.70825,0.000588,61.25771,206.75023,28.240961,2.473029
Grid_Cell_125,2003,0.269,183,526.3435,0.009140798,0.1632032,3741.6946,651.0024,0.001585442,55.460526,216.61723,27.804102,2.40052
Grid_Cell_125,2004,0.269071,202,506.28458,0.008308558,0.13477376,4003.104,505.09085,0.000697,58.83311,208.59064,28.528864,2.4644558
Grid_Cell_125,2005,0.269,114,527.5275,0.008763232,0.13979721,3918.225,625.79626,0.001127418,54.617603,207.59308,28.915155,2.6016047
Grid_Cell_125,2006,0.269,108,548.4528,0.007934794,0.17844355,4011.516,640.13,0.001221586,49.961494,220.93819,29.74969,2.6269662
Grid_Cell_125,2007,0.269,184,538.2866,0.007615277,0.21738005,4093.426,573.17004,0.001078545,50.589565,220.80411,29.438532,2.7331576
Grid_Cell_125,2008,0.269071,177,470.61377,0.007908001,0.15833838,3995.712,611.0272,0.001496031,55.88438,212.89925,28.69198,2.7494168
Grid_Cell_125,2009,0.269,163,544.085,0.007545509,0.15126051,4179.2944,539.7462,0.000954,48.306557,207.06993,30.444208,2.6677353
Grid_Cell_125,2010,0.269,329,590.5018,0.007638068,0.20682839,4120.0337,710.208,0.003872,47.73938,206.54509,30.338282,2.6283934
Grid_Cell_125,2011,0.269,283,566.0473,0.006909775,0.13537796,4925.5576,526.3359,0.002779716,54.773815,199.43163,30.47439,3.5801795
Grid_Cell_125,2012,0.269071,691,590.5417,0.007466937,0.12663755,4856.9526,705.3746,0.003238326,49.286953,196.98923,30.573816,3.7260997
Grid_Cell_125,2013,0.269,739,523.8158,0.006949664,0.08672341,4937.783,503.05106,0.001715723,52.029205,195.99258,31.42193,3.6028984
Grid_Cell_125,2014,0.269,959,510.98267,0.007068698,0.08549548,5149.785,511.2396,0.001886298,54.895737,173.69225,31.483973,3.752215
Grid_Cell_125,2015,0.269,955,527.3146,0.006756051,0.0888321,5250.0576,567.6286,0.00274463,53.934727,181.08395,30.232141,3.9050677
Grid_Cell_125,2016,0.269071,792,320.16516,0.007262703,0.08616483,4988.82,221.87967,0.001111448,65.5802,153.0101,30.772577,3.7093465
Grid_Cell_125,2017,0.269,952,171.7594,0.00679314,0.08391461,5267.5757,137.94731,0.000615,77.23404,83.85082,30.289423,3.9611814
Grid_Cell_125,2018,0.269,1402,151.56221,0.007117785,0.08280499,5196.274,147.1932,0.000413,86.32009,66.4785,29.96316,3.8754601
Grid_Cell_125,2019,0.269,1634,187.26506,0.007538708,0.080867246,5079.932,194.44427,0.000457,81.34329,67.63597,29.473902,3.968165
Grid_Cell_125,2020,0.269071,2854,635.896,0.007708408,0.084971204,5081.0786,671.15027,0.002644863,50.562546,207.76746,28.620722,4.2465167
Grid_Cell_125,2021,0.269,3528,567.002,0.006977824,0.08496655,5124.062,581.3511,0.002975986,53.296032,193.41963,28.982843,4.1574407
Grid_Cell_125,2022,0.269,3730,590.19037,0.007396677,0.08331811,4876.1484,724.3776,0.004308767,47.55712,199.76282,27.862848,4.187462
Grid_Cell_125,2023,0.269,3549,609.3629,0.007381898,0.09087625,4970.664,606.15326,0.004163695,48.651024,207.80676,29.290705,4.0250225
Grid_Cell_125,2024,0.26907122,4400,648.3148,0.007822041,0.08317806,4931.41,749.16235,0.00647103,51.09119,200.84348,28.626215,4.198365
Grid_Cell_125,2025,0.269,5521,571.22845,0.00697682,0.08970992,4920.2935,653.5673,0.00434631,53.3949,203.6138,29.192835,3.9932947
Grid_Cell_126,2000,0.25655547,142,507.07028,0.00598988,0.15385745,4676.1523,426.4083,0.000771,55.343483,209.9108,28.094995,2.5836823
Grid_Cell_126,2001,0.2565,108,497.1641,0.008817259,0.12152747,4002.4717,599.7218,0.001538462,59.52714,197.16429,27.409876,2.6285882
Grid_Cell_126,2002,0.2565,139,513.9373,0.008175923,0.15956447,4269.024,486.96225,0.000828,62.191887,212.86096,28.337793,2.4976523
Grid_Cell_126,2003,0.2565,183,538.6738,0.009049147,0.10924994,3870.6614,623.40625,0.002066185,55.87861,219.6499,27.96261,2.4010339
Grid_Cell_126,2004,0.25656366,202,510.8857,0.00824811,0.12425329,4154.172,483.51968,0.00094,60.115658,214.93713,28.65124,2.4566007
Grid_Cell_126,2005,0.2565,114,537.65466,0.008757778,0.09309585,4047.2363,612.63324,0.001578113,55.047207,209.91096,29.04519,2.6090362
Grid_Cell_126,2006,0.2565,108,566.8571,0.007893821,0.096000694,4144.719,628.97906,0.00172111,49.30853,229.41275,29.933222,2.6268978
Grid_Cell_126,2007,0.2565,184,553.35156,0.007647907,0.18356264,4221.5195,560.35583,0.001536267,50.39804,231.3833,29.619867,2.7507946
Grid_Cell_126,2008,0.25656366,177,489.19284,0.007950384,0.12634966,4100.697,600.97296,0.002212818,55.214397,222.94604,28.861109,2.7598336
Grid_Cell_126,2009,0.2565,163,552.2725,0.007594136,0.1025219,4301.4824,520.67554,0.001247003,48.792656,213.86913,30.613642,2.6826324
Grid_Cell_126,2010,0.2565,329,601.1473,0.00769102,0.113849536,4226.9614,707.035,0.005805243,47.522892,209.1341,30.478724,2.6398318
Grid_Cell_126,2011,0.2565,283,584.0239,0.006974977,0.122184224,5118.305,526.29803,0.002180808,54.60921,207.12318,30.573206,3.6140494
Grid_Cell_126,2012,0.25656366,691,607.7411,0.00749831,0.14104708,5061.4673,705.4392,0.004716267,48.4327,200.80006,30.670221,3.7767143
Grid_Cell_126,2013,0.2565,739,535.9021,0.006953718,0.0711478,5141.85,502.98624,0.002272185,51.83445,202.80028,31.5375,3.6561518
Grid_Cell_126,2014,0.2565,959,511.26126,0.007092167,0.068350516,5362.0757,511.11108,0.00335338,55.8471,175.9641,31.585108,3.789167
Grid_Cell_126,2015,0.2565,955,537.1555,0.006757633,0.07129244,5454.8774,567.634,0.003749747,54.688404,184.25005,30.42373,3.943595
Grid_Cell_126,2016,0.25656366,792,287.28717,0.007230128,0.07393327,5236.1685,196.12527,0.001233057,67.971596,147.81189,30.977869,3.7679873
Grid_Cell_126,2017,0.2565,952,145.6072,0.006777304,0.07287739,5560.4814,128.30075,0.000678,79.260155,87.963905,30.587091,4.0194693
Grid_Cell_126,2018,0.2565,1402,110.65829,0.007079685,0.08348818,5445.3975,105.727684,0.000226,88.59766,76.25887,30.402887,3.921693
Grid_Cell_126,2019,0.2565,1634,165.20822,0.007489632,0.072059505,5334.6455,170.29872,0.000399,82.86171,77.89467,29.770319,4.034295
Grid_Cell_126,2020,0.25656366,2854,649.24176,0.007684521,0.067785755,5298.796,670.2811,0.003599512,51.42154,222.52496,28.755487,4.287227
Grid_Cell_126,2021,0.2565,3528,575.872,0.006980605,0.07137195,5348.104,581.70526,0.004693668,53.85872,210.06862,29.219202,4.2070985
Grid_Cell_126,2022,0.2565,3730,608.7427,0.007410975,0.07052208,5045.8613,724.1508,0.006937579,48.111588,215.84204,28.11123,4.224996
Grid_Cell_126,2023,0.2565,3549,606.5128,0.007357915,0.07654499,5148.2334,581.4029,0.00534799,50.18428,222.75159,29.567194,4.0305705
Grid_Cell_126,2024,0.25656396,4400,660.8931,0.00780252,0.07581688,5141.0044,749.1614,0.009381083,51.983746,211.56978,28.898188,4.2401266
Grid_Cell_126,2025,0.2565,5521,584.2978,0.006972745,0.06934986,5093.696,653.5664,0.005641789,53.21422,221.35043,29.477839,4.0328603
Grid_Cell_127,2000,0.2703009,142,490.26364,0.005621654,0.21416603,4652.595,415.63846,0.000708,50.89834,215.47458,28.779963,2.6098182
Grid_Cell_127,2001,0.27024686,108,482.41882,0.008658701,0.18818644,3933.9077,588.6475,0.001554168,55.970627,205.23415,27.763971,2.6413965
Grid_Cell_127,2002,0.27024686,139,492.56732,0.008052423,0.21232857,4217.372,472.24942,0.000869,59.471493,220.33408,28.595179,2.5113509
Grid_Cell_127,2003,0.27024686,183,522.8129,0.008912452,0.16289885,3852.487,599.8536,0.001902627,54.15568,226.43571,28.133112,2.4063764
Grid_Cell_127,2004,0.27030683,202,486.68658,0.008152732,0.18741685,4083.2827,462.2221,0.000911,57.02793,220.43199,28.77978,2.4542782
Grid_Cell_127,2005,0.27024686,114,523.2172,0.008722739,0.16604595,3969.627,602.67993,0.001609747,52.12868,218.41989,29.095331,2.6150293
Grid_Cell_127,2006,0.27024686,108,550.53827,0.007827506,0.15541194,4091.3914,614.3948,0.001724962,46.821568,234.61002,29.927027,2.6343977
Grid_Cell_127,2007,0.27024686,184,536.335,0.007646712,0.23686631,4206.496,544.4421,0.001457127,49.25106,235.12198,29.609613,2.782781
Grid_Cell_127,2008,0.27030683,177,471.28152,0.007955586,0.19315831,4062.5813,577.72815,0.002103525,53.390293,228.57675,28.85409,2.774895
Grid_Cell_127,2009,0.27024686,163,526.67,0.007628492,0.13809296,4255.846,490.86322,0.001114438,46.730442,218.29225,30.585443,2.7032146
Grid_Cell_127,2010,0.27024686,329,577.8431,0.00771491,0.18417814,4184.3696,699.4047,0.006522819,45.2525,214.98741,30.441156,2.6688385
Grid_Cell_127,2011,0.27024686,283,575.1906,0.00701308,0.122622885,5105.739,526.29803,0.00192886,51.851345,216.0334,30.52337,3.660933
Grid_Cell_127,2012,0.27030683,691,606.94196,0.007502623,0.24526641,5101.6914,705.50275,0.004285543,46.22128,211.56142,30.617243,3.8508947
Grid_Cell_127,2013,0.27024686,739,525.5428,0.006946663,0.08202677,5142.959,503.00137,0.002403247,48.386215,213.88832,31.480188,3.7168367
Grid_Cell_127,2014,0.27024686,959,511.77325,0.007102636,0.08197143,5329.5796,511.16727,0.003577637,51.784344,191.96855,31.518793,3.8305025
Grid_Cell_127,2015,0.27024686,955,531.16046,0.006763109,0.0811752,5419.484,567.6577,0.004024702,51.170162,197.02206,30.43371,4.001369
Grid_Cell_127,2016,0.27030683,792,288.81766,0.007207125,0.088580824,5257.702,187.05544,0.001534307,64.83158,164.84198,30.998804,3.8411772
Grid_Cell_127,2017,0.27024686,952,166.30864,0.006788873,0.07996676,5525.4824,137.70108,0.000592,74.470085,97.02591,30.626215,4.069332
Grid_Cell_127,2018,0.27024686,1402,100.082924,0.007063483,0.08843745,5403.3774,91.47384,0.000231,85.21494,77.3978,30.44732,3.9489875
Grid_Cell_127,2019,0.27024686,1634,167.11441,0.007472382,0.079357795,5287.159,173.07,0.000425,79.22422,78.68464,29.807123,4.051898
Grid_Cell_127,2020,0.27030683,2854,640.50146,0.007657995,0.079977974,5281.239,669.9526,0.003860154,49.175144,229.95712,28.869349,4.3255467
Grid_Cell_127,2021,0.27024686,3528,567.34,0.006979053,0.078436434,5310.3013,584.09204,0.005916254,50.455997,220.20256,29.255518,4.2593927
Grid_Cell_127,2022,0.27024686,3730,602.8231,0.007419862,0.08284582,5021.4067,723.84406,0.006075301,45.739895,226.45988,28.137568,4.2689686
Grid_Cell_127,2023,0.27024686,3549,590.8895,0.007339956,0.0725512,5135.5205,573.90765,0.005785661,48.200214,228.92679,29.605524,4.0907073
Grid_Cell_127,2024,0.27030686,4400,652.81256,0.007772488,0.07415715,5123.988,749.173,0.010469427,48.98617,220.56726,28.95141,4.2935944
Grid_Cell_127,2025,0.2702466,5521,571.4983,0.006976379,0.080612116,5056.433,653.52466,0.006036159,50.8708,228.89143,29.499323,4.06565
Grid_Cell_128,2000,0.29487854,142,467.01944,0.005253615,0.17390677,4347.9336,403.99588,0.000661,45.29476,222.17284,29.465784,2.6509526
Grid_Cell_128,2001,0.29481533,108,492.77496,0.008500499,0.1515095,3720.521,582.1006,0.001615175,49.689384,222.69463,28.119165,2.6694443
Grid_Cell_128,2002,0.29481533,139,473.23856,0.007931351,0.19658926,4007.7866,455.98358,0.000914,54.410107,227.47244,28.916712,2.5396729
Grid_Cell_128,2003,0.29481533,183,526.4126,0.00877612,0.20369239,3607.539,576.7956,0.001804819,46.553967,236.38194,28.522089,2.4039104
Grid_Cell_128,2004,0.29488388,202,463.7605,0.008067776,0.21940942,3875.5618,440.30093,0.00092,53.851055,226.4571,29.117609,2.445091
Grid_Cell_128,2005,0.29481533,114,526.0728,0.008718808,0.22608754,3815.042,593.2073,0.001713788,49.14786,231.3672,29.074366,2.603317
